name,wikipedia_site,logo_url,official_site,id
J,https://en.wikipedia.org/wiki/J_(programming_language),https://upload.wikimedia.org/wikipedia/en/thumb/6/65/J_%28programming_language%29_icon.png/64px-J_%28programming_language%29_icon.png,http://www.jsoftware.com/,
Java,https://en.wikipedia.org/wiki/Java_(programming_language),https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Java_programming_language_logo.svg/141px-Java_programming_language_logo.svg.png,https://www.oracle.com/java/index.html,
JScript,https://en.wikipedia.org/wiki/JScript,https://upload.wikimedia.org/wikipedia/en/e/e8/Jscript_icon.gif,https://msdn.microsoft.com/library/hbxc2t98.aspx,
JavaFX Script,https://en.wikipedia.org/wiki/JavaFX_Script,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/JavaFX_Logo.png/200px-JavaFX_Logo.png,http://www.oracle.com/technetwork/java/javase/overview/index.html,
Julia,https://en.wikipedia.org/wiki/Julia_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Julia_prog_language.svg/220px-Julia_prog_language.svg.png,https://julialang.org/,
Jython,https://en.wikipedia.org/wiki/Jython,https://upload.wikimedia.org/wikipedia/en/e/ea/Jython.png,http://www.jython.org/,
Kojo,https://en.wikipedia.org/wiki/Kojo_(programming_language),https://upload.wikimedia.org/wikipedia/en/f/fe/Kojo_Logo_with_overlapping_pentagons.png,http://www.kogics.net/kojo,
Kotlin,https://en.wikipedia.org/wiki/Kotlin_(programming_language),https://upload.wikimedia.org/wikipedia/commons/b/b5/Kotlin-logo.png,https://kotlinlang.org/,
LabVIEW,https://en.wikipedia.org/wiki/LabVIEW,https://upload.wikimedia.org/wikipedia/en/thumb/6/60/LabVIEW_Logo.jpg/300px-LabVIEW_Logo.jpg,http://www.ni.com/en-us/shop/labview.html,
Lasso,https://en.wikipedia.org/wiki/Lasso_(programming_language),https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/LassoSoft_and_Lasso_Logo.png/220px-LassoSoft_and_Lasso_Logo.png,http://www.lassosoft.com/,
LaTeX,https://en.wikipedia.org/wiki/LaTeX,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/LaTeX_logo.svg/100px-LaTeX_logo.svg.png,https://www.latex-project.org//,
LilyPond,https://en.wikipedia.org/wiki/LilyPond,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/LilyPond-logo-with-music.png/107px-LilyPond-logo-with-music.png,http://lilypond.org/,
Lua,https://en.wikipedia.org/wiki/Lua_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Lua-logo-nolabel.svg/128px-Lua-logo-nolabel.svg.png,https://www.lua.org/,
M#_sharp,https://en.wikipedia.org/wiki/M_Sharp_(programming_language),https://upload.wikimedia.org/wikipedia/en/c/ca/Msharp_logo.png,http://www.msharp.co.uk/Home.html,
Magma,https://en.wikipedia.org/wiki/Magma_computer_algebra_system,https://upload.wikimedia.org/wikipedia/commons/e/ee/Magma-logo.png,http://magma.maths.usyd.edu.au/magma/,
Maple,https://en.wikipedia.org/wiki/Maple_(software),https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Maple_2016_Core_Screenshots.jpg/300px-Maple_2016_Core_Screenshots.jpg,http://www.maplesoft.com/products/maple/,
Mathematica,https://en.wikipedia.org/wiki/Mathematica,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Mathematica_Logo.svg/61px-Mathematica_Logo.svg.png,http://www.wolfram.com/mathematica/,
MATLAB,https://en.wikipedia.org/wiki/MATLAB,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Matlab_Logo.png/100px-Matlab_Logo.png,https://www.mathworks.com/products/matlab.html,
Maxima,https://en.wikipedia.org/wiki/Maxima_(software),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Maxima-new.svg/64px-Maxima-new.svg.png,http://maxima.sourceforge.net/,
Max,https://en.wikipedia.org/wiki/Max_(software),https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Max6.PNG/180px-Max6.PNG,https://cycling74.com/products/max/,
Mercury,https://en.wikipedia.org/wiki/Mercury_(programming_language),https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Mercury_%28programming_language%29_logo.jpg/220px-Mercury_%28programming_language%29_logo.jpg,http://www.mercurylang.org/,
Metafont,https://en.wikipedia.org/wiki/Metafont,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/METAFONT_logo.svg/220px-METAFONT_logo.svg.png,https://ctan.org/,
Miranda,https://en.wikipedia.org/wiki/Miranda_(programming_language),https://upload.wikimedia.org/wikipedia/en/3/34/Miranda_logo_%28programming_language%29.jpg,http://miranda.org.uk/,
Modelica,https://en.wikipedia.org/wiki/Modelica,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Modelica.png/300px-Modelica.png,https://www.modelica.org/,
Modula-3,https://en.wikipedia.org/wiki/Modula-3,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/M3Logo.gif/100px-M3Logo.gif,http://www.modula3.org/,
Mathcad,https://en.wikipedia.org/wiki/Mathcad,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Ptc_mathcad_logo_standard_color.png/414px-Ptc_mathcad_logo_standard_color.png,https://www.ptc.com/engineering-math-software/mathcad,
MuPAD,https://en.wikipedia.org/wiki/MuPAD,https://upload.wikimedia.org/wikipedia/en/f/f2/MuPADCube.png,https://www.mathworks.com/discovery/mupad.html,
NASM,https://en.wikipedia.org/wiki/Netwide_Assembler,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Netwide_Assembler.svg/176px-Netwide_Assembler.svg.png,http://www.nasm.us/,
Neko,https://en.wikipedia.org/wiki/Neko_(programming_language),https://upload.wikimedia.org/wikipedia/en/3/32/NekoLogo.png,http://nekovm.org/,
NetLogo,https://en.wikipedia.org/wiki/NetLogo,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Netlogo.png/452px-Netlogo.png,http://ccl.northwestern.edu/netlogo/,
NewLISP,https://en.wikipedia.org/wiki/NewLISP,https://upload.wikimedia.org/wikipedia/en/e/e7/Nl_logo_libel_side_color_240X100.png,http://www.newlisp.org/,
Object REXX,https://en.wikipedia.org/wiki/Object_REXX,https://upload.wikimedia.org/wikipedia/commons/1/18/Rexx3_orig_size_transparent.gif,http://www.oorexx.org/,
OCaml,https://en.wikipedia.org/wiki/OCaml,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/OCaml_Logo.svg/200px-OCaml_Logo.svg.png,http://ocaml.org/,
Octave,https://en.wikipedia.org/wiki/GNU_Octave,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Gnu-octave-logo.svg/100px-Gnu-octave-logo.svg.png,https://www.gnu.org/software/octave/,
Opa,https://en.wikipedia.org/wiki/Opa_(programming_language),https://upload.wikimedia.org/wikipedia/en/6/64/Opa_logo_cloud.png,http://opalang.org/,
OpenCL,https://en.wikipedia.org/wiki/OpenCL,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/OpenCL_Logo.svg/200px-OpenCL_Logo.svg.png,https://www.khronos.org/opencl/,
Orc,https://en.wikipedia.org/wiki/Orc_(programming_language),https://upload.wikimedia.org/wikipedia/en/5/5e/Orc_programming_language_logo.png,https://orc.csres.utexas.edu/,
Oxygene,https://en.wikipedia.org/wiki/Oxygene_(programming_language),https://upload.wikimedia.org/wikipedia/en/9/9e/Chrome-128.png,http://elementscompiler.com/elements/,
ParaSail (programming language),https://en.wikipedia.org/wiki/ParaSail_(programming_language),https://upload.wikimedia.org/wikipedia/en/c/c1/Logo_for_ParaSail_Programming_Language.jpg,https://forge.open-do.org/plugins/moinmoin/parasail/,
PARI/GP,https://en.wikipedia.org/wiki/PARI/GP,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/PARI-GP_logo.svg/116px-PARI-GP_logo.svg.png,http://pari.math.u-bordeaux.fr/,
Perl,https://en.wikipedia.org/wiki/Perl,https://upload.wikimedia.org/wikipedia/en/e/e0/Programming-republic-of-perl.png,https://www.perl.org/,
Perl 6,https://en.wikipedia.org/wiki/Perl_6,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Camelia.svg/250px-Camelia.svg.png,https://perl6.org/,
Pharo,https://en.wikipedia.org/wiki/Pharo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Pharo_Logo_v3.0.svg/200px-Pharo_Logo_v3.0.svg.png,https://pharo.org/,
PHP,https://en.wikipedia.org/wiki/PHP,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/PHP-logo.svg/200px-PHP-logo.svg.png,https://secure.php.net/,
Picolisp,https://en.wikipedia.org/wiki/Picolisp,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/PicoLisp_Icon_Xlarge.png/64px-PicoLisp_Icon_Xlarge.png,https://picolisp.com/wiki/?home,
Pike,https://en.wikipedia.org/wiki/Pike_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Pike_Programming_Language_Logo.svg/220px-Pike_Programming_Language_Logo.svg.png,https://pike.lysator.liu.se/,
Pipelines,https://en.wikipedia.org/wiki/Hartmann_pipeline,https://upload.wikimedia.org/wikipedia/en/0/0c/Pipjarg1.jpeg,http://vm.marist.edu/~pipeline/,
PowerShell,https://en.wikipedia.org/wiki/PowerShell,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/PowerShell_5.0_icon.png/64px-PowerShell_5.0_icon.png,https://msdn.microsoft.com/en-us/powershell,
Processing,https://en.wikipedia.org/wiki/Processing_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Processing_3_logo.png/180px-Processing_3_logo.png,https://processing.org/,
Processing.js,https://en.wikipedia.org/wiki/Processing.js,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Processing_Logo_Clipped.svg/180px-Processing_Logo_Clipped.svg.png,http://processingjs.org/,
Pure,https://en.wikipedia.org/wiki/Pure_(programming_language),https://upload.wikimedia.org/wikipedia/en/5/5a/Pure_lang_logo.png,https://purelang.bitbucket.io/,
Pure Data,https://en.wikipedia.org/wiki/Pure_Data,http://puredata.info/portal_css/Plone%20Default/logo.png,http://puredata.info/,
Python,https://en.wikipedia.org/wiki/Python_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Python_logo_and_wordmark.svg/260px-Python_logo_and_wordmark.svg.png,https://www.python.org/,
Q (equational programming language),https://en.wikipedia.org/wiki/Q_(equational_programming_language),https://upload.wikimedia.org/wikipedia/en/5/5a/Pure_lang_logo.png,https://purelang.bitbucket.io/,
R,https://en.wikipedia.org/wiki/R_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/R_logo.svg/220px-R_logo.svg.png,https://www.r-project.org/,
Racket,https://en.wikipedia.org/wiki/Racket_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Racket_logo.png/66px-Racket_logo.png,http://racket-lang.org/,
REBOL,https://en.wikipedia.org/wiki/REBOL,https://upload.wikimedia.org/wikipedia/commons/a/a2/Rebol_logo.png,http://www.rebol.com/,
Red,https://en.wikipedia.org/wiki/Red_(programming_language),https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Red_Language_Tower_Logo.png/150px-Red_Language_Tower_Logo.png,http://www.red-lang.org/,
Ruby,https://en.wikipedia.org/wiki/Ruby_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Ruby_logo.svg/100px-Ruby_logo.svg.png,http://www.ruby-lang.org/,
Rust,https://en.wikipedia.org/wiki/Rust_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Rust_programming_language_black_logo.svg/144px-Rust_programming_language_black_logo.svg.png,https://www.rust-lang.org/,
SAS,https://en.wikipedia.org/wiki/SAS_System,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/%E0%A6%B8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B8_%E0%A6%B2%E0%A7%8B%E0%A6%97%E0%A7%8B.png/150px-%E0%A6%B8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B8_%E0%A6%B2%E0%A7%8B%E0%A6%97%E0%A7%8B.png,https://www.sas.com/ko_kr/home.html,
Scala,https://en.wikipedia.org/wiki/Scala_(programming_language),https://upload.wikimedia.org/wikipedia/en/8/85/Scala_logo.png,http://www.scala-lang.org/,
Scheme,https://en.wikipedia.org/wiki/Scheme_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Lambda_lc.svg/100px-Lambda_lc.svg.png,http://www.scheme-reports.org/,
Scilab,https://en.wikipedia.org/wiki/Scilab,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Screenshot_scilab_3.png/300px-Screenshot_scilab_3.png,http://www.scilab.org/,
Scratch,https://en.wikipedia.org/wiki/Scratch_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Scratch_Logo.svg/180px-Scratch_Logo.svg.png,https://scratch.mit.edu/,
Self,https://en.wikipedia.org/wiki/Self_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Self-logo.svg/200px-Self-logo.svg.png,http://www.selflanguage.org/,
SenseTalk,https://en.wikipedia.org/wiki/SenseTalk,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/ST-HelloWorld2.png/250px-ST-HelloWorld2.png,http://sensetalk.com/,
Simulink,https://en.wikipedia.org/wiki/Simulink,https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Simulink_Logo.png/100px-Simulink_Logo.png,https://www.mathworks.com/products/simulink.html?s_cid=wiki_simulink_2,
Smalltalk,https://en.wikipedia.org/wiki/Smalltalk,https://upload.wikimedia.org/wikipedia/en/c/c0/Smalltalk80book.jpg,http://smalltalk.org/,
Small Basic,https://en.wikipedia.org/wiki/Microsoft_Small_Basic,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Microsoft_Small_Basic_icon.png/64px-Microsoft_Small_Basic_icon.png,http://www.smallbasic.com/,
Snap!,https://en.wikipedia.org/wiki/Snap!_(programming_language),https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Snap_Language_Logo.svg/180px-Snap_Language_Logo.svg.png,http://snap.berkeley.edu/,
SPARK,https://en.wikipedia.org/wiki/SPARK_(programming_language),https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Sparkada.jpg/250px-Sparkada.jpg,http://www.adacore.com/sparkpro/,
Squeak,https://en.wikipedia.org/wiki/Squeak,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Squeak.svg/100px-Squeak.svg.png,http://squeak.org/,
Stata,https://en.wikipedia.org/wiki/Stata,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Stata_logo_med_blue.png/225px-Stata_logo_med_blue.png,https://www.stata.com/,
Stateflow,https://en.wikipedia.org/wiki/Stateflow,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Automatic_Transmission_Logic.png/300px-Automatic_Transmission_Logic.png,https://www.mathworks.com/products/stateflow.html?s_cid=wiki_stateflow_2,
Swift (Apple programming language),https://en.wikipedia.org/wiki/Swift_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Swift_logo_with_text.svg/200px-Swift_logo_with_text.svg.png,https://swift.org/,
Swift (parallel scripting language),https://en.wikipedia.org/wiki/Swift_(parallel_scripting_language),https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Swift_%28programing_language%29_logo.png/150px-Swift_%28programing_language%29_logo.png,http://swift-lang.org/,
Tcl,https://en.wikipedia.org/wiki/Tcl,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Tcl-powered.svg/70px-Tcl-powered.svg.png,http://www.tcl.tk/,
TeX,https://en.wikipedia.org/wiki/TeX,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/TeX_logo.svg/100px-TeX_logo.svg.png,http://tug.org/,
Tom,https://en.wikipedia.org/wiki/Tom_(pattern_matching_language),https://upload.wikimedia.org/wikipedia/commons/5/54/Tom_%28pattern_matching_language%29_logo.png,http://tom.loria.fr/wiki/index.php5/Main_Page,
Umple,https://en.wikipedia.org/wiki/Umple,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Umple_Logo.png/200px-Umple_Logo.png,http://cruise.eecs.uottawa.ca/umple/,
Uniface,https://en.wikipedia.org/wiki/Uniface_(programming_language),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Uniface_Logo.jpg/220px-Uniface_Logo.jpg,https://www.uniface.com/,
